Judul,Nama Penulis,Pembimbing I,Pembimbing II,Abstrak,Prodi,Label,abstrak_tokens
SISTEM PENENTUAN STATUS GIZI PASIEN RAWAT INAPMENGGUNAKAN METODE NAÃVE BAYES CLASSIFIER(STUDI KASUS : RSUD DR. H. SLAMETMARTODIRDJO PAMEKASAN),Nur Anggraeni,"Diana Rahmawati, ST.M.T","Firli Irhamni, ST.M.Kom",indonesia kembang gizi yangperlu perhati statusgizinya kontrol giziyang butuh tubuh teliti rancang aplikasisistem dukung putus tentu statusgizi pasien solusi pasien sesuai riwayatpenyakit derita pasien sistem rancang bas web mudah admin ahli gizi rumah sakit dalampenentuan status gizi pasien harap aplikasi inidapat efisien efektifitas kerja metode teliti menggunakanna ve bayes classifier nbc metode baru untukmemprediksi probabilitas metode na ve bayes classifier melakukanproses tentu hitung probabilitas status gizi mana dicarinilai probabilitas besar kesimpulanpenentuan status gizi metode terap studi sistempenentuan status gizi pasien hasil akurasi besar kunci na ve bayes classifier sistem dukung putus status gizi web, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['indonesia', 'kembang', 'gizi', 'yangperlu', 'perhati', 'statusgizinya', 'kontrol', 'giziyang', 'butuh', 'tubuh', 'teliti', 'rancang', 'aplikasisistem', 'dukung', 'putus', 'tentu', 'statusgizi', 'pasien', 'solusi', 'pasien', 'sesuai', 'riwayatpenyakit', 'derita', 'pasien', 'sistem', 'rancang', 'bas', 'web', 'mudah', 'admin', 'ahli', 'gizi', 'rumah', 'sakit', 'dalampenentuan', 'status', 'gizi', 'pasien', 'harap', 'aplikasi', 'inidapat', 'efisien', 'efektifitas', 'kerja', 'metode', 'teliti', 'menggunakanna', 've', 'bayes', 'classifier', 'nbc', 'metode', 'baru', 'untukmemprediksi', 'probabilitas', 'metode', 'na', 've', 'bayes', 'classifier', 'melakukanproses', 'tentu', 'hitung', 'probabilitas', 'status', 'gizi', 'mana', 'dicarinilai', 'probabilitas', 'besar', 'kesimpulanpenentuan', 'status', 'gizi', 'metode', 'terap', 'studi', 'sistempenentuan', 'status', 'gizi', 'pasien', 'hasil', 'akurasi', 'besar', 'kunci', 'na', 've', 'bayes', 'classifier', 'sistem', 'dukung', 'putus', 'status', 'gizi', 'web']"
PENGENALAN TULISAN TANGAN HURUF ALFABETDENGAN METODE MODIFIED DIRECTION FEATURE (MDF)DAN LEARNING VECTOR QUANTIZATION (LVQ),Hilyati Safitri,"Fitri Damayanti S.Kom., M.Kom","Kurniawan Eka Permana S.Kom., M.Sc.",kenal tulis tangan topik teliti populer teliti usaha usaha sistem kenal tulis tangan otomatis teknik beda teliti bahas kembang sistem kenal tulis tangan offline ciri lokal karakter karakter tulis tangan salah faktor tentu kenal tulis tangan model bentuk tulis tangan tulis nali tulis milik gaya tulis bentuk tulis tangan beda metode kenal pola tulis tangan teliti modified direction feature mdf proses ekstraksi fitur learning vector quantization lvq proses klasifikasi proses ekstraksi fitur metode mdf tentu arah garis posisi piksel proses latih data metode learning vector quantization lvq metode hasil bobot proses kenal citra huruf tulis tangan uji coba sistem hasil baik kenal citra huruf tulis tangan oleh data latih citra data uji coba citra hasil akurasi sistem dapat kunci tulis tangan modified direction feature learning vector quantization, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['kenal', 'tulis', 'tangan', 'topik', 'teliti', 'populer', 'teliti', 'usaha', 'usaha', 'sistem', 'kenal', 'tulis', 'tangan', 'otomatis', 'teknik', 'beda', 'teliti', 'bahas', 'kembang', 'sistem', 'kenal', 'tulis', 'tangan', 'offline', 'ciri', 'lokal', 'karakter', 'karakter', 'tulis', 'tangan', 'salah', 'faktor', 'tentu', 'kenal', 'tulis', 'tangan', 'model', 'bentuk', 'tulis', 'tangan', 'tulis', 'nali', 'tulis', 'milik', 'gaya', 'tulis', 'bentuk', 'tulis', 'tangan', 'beda', 'metode', 'kenal', 'pola', 'tulis', 'tangan', 'teliti', 'modified', 'direction', 'feature', 'mdf', 'proses', 'ekstraksi', 'fitur', 'learning', 'vector', 'quantization', 'lvq', 'proses', 'klasifikasi', 'proses', 'ekstraksi', 'fitur', 'metode', 'mdf', 'tentu', 'arah', 'garis', 'posisi', 'piksel', 'proses', 'latih', 'data', 'metode', 'learning', 'vector', 'quantization', 'lvq', 'metode', 'hasil', 'bobot', 'proses', 'kenal', 'citra', 'huruf', 'tulis', 'tangan', 'uji', 'coba', 'sistem', 'hasil', 'baik', 'kenal', 'citra', 'huruf', 'tulis', 'tangan', 'oleh', 'data', 'latih', 'citra', 'data', 'uji', 'coba', 'citra', 'hasil', 'akurasi', 'sistem', 'dapat', 'kunci', 'tulis', 'tangan', 'modified', 'direction', 'feature', 'learning', 'vector', 'quantization']"
PENGENALAN POLA SENYUMAN BERBASIS EKSTRAKSI FITUR PRINCIPAL COMPONENT ANALYSIS (PCA) DAN LINIER DESCRIMINANT ANALYSIS (LDA),SITI KHOLILAH,"RIMA TRI WAHYUNINGRUM, S.T., M.T","HARYANTO, S.T., M.T",citra senyum salah fitur biometrik jadi bukti autentik sistem kenal pola pattern recognition komputerisasi identitas ciri kenal senyum teliti kalang salah bentuk terap kenal pola senyum senyum tinya senyum nali komputer simpan database tentu pola senyum manual otomatis manual kasat mata otomatis tentu sistem tugas identifikasi senyum otomatis metode principal component analysis pca linier descrimit analysis lda mana jenis senyum tugas bagi senyum manis senyum ejek senyum paksa senyum tutup senyum buka guna metode ekstraksi fitur efisien tentu hasil sistem kenal pola metode klasifikasi kenal pola euclidean distance manhattan distance hasil uji coba gambar data latih dapat tingkat akurasi pca ordered hasil uji coba pca lda dapat tingkat akurasi ordered, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['citra', 'senyum', 'salah', 'fitur', 'biometrik', 'jadi', 'bukti', 'autentik', 'sistem', 'kenal', 'pola', 'pattern', 'recognition', 'komputerisasi', 'identitas', 'ciri', 'kenal', 'senyum', 'teliti', 'kalang', 'salah', 'bentuk', 'terap', 'kenal', 'pola', 'senyum', 'senyum', 'tinya', 'senyum', 'nali', 'komputer', 'simpan', 'database', 'tentu', 'pola', 'senyum', 'manual', 'otomatis', 'manual', 'kasat', 'mata', 'otomatis', 'tentu', 'sistem', 'tugas', 'identifikasi', 'senyum', 'otomatis', 'metode', 'principal', 'component', 'analysis', 'pca', 'linier', 'descrimit', 'analysis', 'lda', 'mana', 'jenis', 'senyum', 'tugas', 'bagi', 'senyum', 'manis', 'senyum', 'ejek', 'senyum', 'paksa', 'senyum', 'tutup', 'senyum', 'buka', 'guna', 'metode', 'ekstraksi', 'fitur', 'efisien', 'tentu', 'hasil', 'sistem', 'kenal', 'pola', 'metode', 'klasifikasi', 'kenal', 'pola', 'euclidean', 'distance', 'manhattan', 'distance', 'hasil', 'uji', 'coba', 'gambar', 'data', 'latih', 'dapat', 'tingkat', 'akurasi', 'pca', 'ordered', 'hasil', 'uji', 'coba', 'pca', 'lda', 'dapat', 'tingkat', 'akurasi', 'ordered']"
SISTEM PEROLEHAN CITRA BERBASIS ISI MENGGUNAKANGRAY LEVEL DIFFERENCE METHOD BERDASARKANCIRI TEKSTUR PADA POLA BATIK,Nansy Lovitasari,"Fitri Damayanti, S.Kom., M.Kom","Rima Tri Wahyuningrum, S.T., M.T",batik keraji milik nilai seni budaya indonesia batik indonesia agam jenis tekstur batik warna batik pola batik cermin usul daerah batik cari citra bas teks efektif nilai subjektif guna representasi citra sistem megan cari citra query citra sistem oleh citra bas isi spci content based image retrieval cbir teliti ciri tekstur proses cari mirip delapan kelas citra batik beda cirebon bal bangkal pamekasan sumenep yogyakarta solo kalong objek oleh citra bas isi sistem bangun proses utama ekstraksi fitur tekstur metode gray level difference method gldm arah utama gldm hitung beda mutlak pasang derajat abu pisah jarak arah hasil ekstraksi fitur ukur jarak mirip metode euclidean distance uji coba aplikasi ukur mirip euclidean distance nilai threshold oleh akurasi presisi data latih data uji coba citra tampil, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['batik', 'keraji', 'milik', 'nilai', 'seni', 'budaya', 'indonesia', 'batik', 'indonesia', 'agam', 'jenis', 'tekstur', 'batik', 'warna', 'batik', 'pola', 'batik', 'cermin', 'usul', 'daerah', 'batik', 'cari', 'citra', 'bas', 'teks', 'efektif', 'nilai', 'subjektif', 'guna', 'representasi', 'citra', 'sistem', 'megan', 'cari', 'citra', 'query', 'citra', 'sistem', 'oleh', 'citra', 'bas', 'isi', 'spci', 'content', 'based', 'image', 'retrieval', 'cbir', 'teliti', 'ciri', 'tekstur', 'proses', 'cari', 'mirip', 'delapan', 'kelas', 'citra', 'batik', 'beda', 'cirebon', 'bal', 'bangkal', 'pamekasan', 'sumenep', 'yogyakarta', 'solo', 'kalong', 'objek', 'oleh', 'citra', 'bas', 'isi', 'sistem', 'bangun', 'proses', 'utama', 'ekstraksi', 'fitur', 'tekstur', 'metode', 'gray', 'level', 'difference', 'method', 'gldm', 'arah', 'utama', 'gldm', 'hitung', 'beda', 'mutlak', 'pasang', 'derajat', 'abu', 'pisah', 'jarak', 'arah', 'hasil', 'ekstraksi', 'fitur', 'ukur', 'jarak', 'mirip', 'metode', 'euclidean', 'distance', 'uji', 'coba', 'aplikasi', 'ukur', 'mirip', 'euclidean', 'distance', 'nilai', 'threshold', 'oleh', 'akurasi', 'presisi', 'data', 'latih', 'data', 'uji', 'coba', 'citra', 'tampil']"
ONTOLOGY SEMANTIC WEB UNTUK PENCARIAN TUGAS AKHIR PADA SISTEM INFORMASI TUGAS AKHIR(SIMTAK),Daniyar Bagus Prasetya,"Firdaus Solihin S.kom,.M.kom","Kurniawan Eka P. S.kom,.M.sc",butuh cari data internet cepat faktor guna laya internet sistem informasi tugas simtak fakultas teknik universitas trunojoyo madura butuh cari data cepat dasar konteks sistem cari pakai cari database mana hasil cari sesuai konteks keywords diinputkan milik benar sistem cerdas tahu tangkap proses ontologi dukung tugas ontologi spesifikasi konseptualisasi semantik web abstrak representasi world wide web www basis standar definisi resource description framework rdf ontology web language owl ide dasar bawa web milik definisi link data efektif cari otomasi integrasi reuse informasi aplikasi semantik web definisi kumpul teknologi mana komputer paham arti informasi dasar metadata informasi isi informasi judul arang modifikasi tanggal halaman web hak cipta halaman web semantik web cari tugas hasil dasar sama makna keyword diinputkan user kunci mesin cari semantic web tugas abstract, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['butuh', 'cari', 'data', 'internet', 'cepat', 'faktor', 'guna', 'laya', 'internet', 'sistem', 'informasi', 'tugas', 'simtak', 'fakultas', 'teknik', 'universitas', 'trunojoyo', 'madura', 'butuh', 'cari', 'data', 'cepat', 'dasar', 'konteks', 'sistem', 'cari', 'pakai', 'cari', 'database', 'mana', 'hasil', 'cari', 'sesuai', 'konteks', 'keywords', 'diinputkan', 'milik', 'benar', 'sistem', 'cerdas', 'tahu', 'tangkap', 'proses', 'ontologi', 'dukung', 'tugas', 'ontologi', 'spesifikasi', 'konseptualisasi', 'semantik', 'web', 'abstrak', 'representasi', 'world', 'wide', 'web', 'www', 'basis', 'standar', 'definisi', 'resource', 'description', 'framework', 'rdf', 'ontology', 'web', 'language', 'owl', 'ide', 'dasar', 'bawa', 'web', 'milik', 'definisi', 'link', 'data', 'efektif', 'cari', 'otomasi', 'integrasi', 'reuse', 'informasi', 'aplikasi', 'semantik', 'web', 'definisi', 'kumpul', 'teknologi', 'mana', 'komputer', 'paham', 'arti', 'informasi', 'dasar', 'metadata', 'informasi', 'isi', 'informasi', 'judul', 'arang', 'modifikasi', 'tanggal', 'halaman', 'web', 'hak', 'cipta', 'halaman', 'web', 'semantik', 'web', 'cari', 'tugas', 'hasil', 'dasar', 'sama', 'makna', 'keyword', 'diinputkan', 'user', 'kunci', 'mesin', 'cari', 'semantic', 'web', 'tugas', 'abstract']"
RANCANG BANGUN APLIKASI INTRUSION PREVENTION SYSTEM PADA JARINGAN BERBASIS PROTOKOL TCP/IP MENGGUNAKAN SNORT DAN IPTABLES,BAHRUL ULUM,"Meidya Koeshardianto, S.Si., M.T","Eza Rahmanita, S.T., M.T",usaha milik data kait giat bisnis jaga aman orang hak akses seringkali muncul aksi ilegal coba rusak server curi data usaha akibat salah fatal lancar giat bisnis usaha sebab data valid sikap sistem monitoring ama aman server tindak susup intrusion prevention system ips solusi ama jaring server tindak susup ips kembang snort fungsi deteksi kombinasi iptables firewall cegah susup ips lengkap user interface base basic analysis and security engine manajemen rule mudah admin monitor sistem ama tindak susup jaring server snort alert deteksi serang simpan log snort perintah iptables drop alamat serang detail serang tampil user interface base hasil uji dapat snort iptables ips respon cepat deteksi serang tanggap detik serang deteksi alert, Jurusan Teknik Informatika,RPL,"['usaha', 'milik', 'data', 'kait', 'giat', 'bisnis', 'jaga', 'aman', 'orang', 'hak', 'akses', 'seringkali', 'muncul', 'aksi', 'ilegal', 'coba', 'rusak', 'server', 'curi', 'data', 'usaha', 'akibat', 'salah', 'fatal', 'lancar', 'giat', 'bisnis', 'usaha', 'sebab', 'data', 'valid', 'sikap', 'sistem', 'monitoring', 'ama', 'aman', 'server', 'tindak', 'susup', 'intrusion', 'prevention', 'system', 'ips', 'solusi', 'ama', 'jaring', 'server', 'tindak', 'susup', 'ips', 'kembang', 'snort', 'fungsi', 'deteksi', 'kombinasi', 'iptables', 'firewall', 'cegah', 'susup', 'ips', 'lengkap', 'user', 'interface', 'base', 'basic', 'analysis', 'and', 'security', 'engine', 'manajemen', 'rule', 'mudah', 'admin', 'monitor', 'sistem', 'ama', 'tindak', 'susup', 'jaring', 'server', 'snort', 'alert', 'deteksi', 'serang', 'simpan', 'log', 'snort', 'perintah', 'iptables', 'drop', 'alamat', 'serang', 'detail', 'serang', 'tampil', 'user', 'interface', 'base', 'hasil', 'uji', 'dapat', 'snort', 'iptables', 'ips', 'respon', 'cepat', 'deteksi', 'serang', 'tanggap', 'detik', 'serang', 'deteksi', 'alert']"
APLIKASI CITRA MOSAIK PANORAMIK MENGGUNAKAN METODE WATERSHED,Sri Rahma Puspa Sari,"Eza Rahmanita, S.T.,M.T.","Meidya Koeshardianto, S.Si.,M.T.",citra digital manfaat aspek hidup butuh tampil citra representasi objek citra salah masalah ambil gambar citra mampu ambil gambar luas gambar ambil kali sebab gambar objek pisah pisah atas masalah proses gabung citra teliti metode watershed metode tentu titik korespondensi citra kandidat daerah hasil korespondensi segmen gun metode watershed hasil segmentasi cari region cut acu gabung citra proses gabung citra dsebut mosaic panoramik hasil teliti citra panorama ideal dperoleh citra masuk sama obyek titik korespondensi pilih obyek citra masuk kunci citra panorama mosaikpanoramik metode watershed, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['citra', 'digital', 'manfaat', 'aspek', 'hidup', 'butuh', 'tampil', 'citra', 'representasi', 'objek', 'citra', 'salah', 'masalah', 'ambil', 'gambar', 'citra', 'mampu', 'ambil', 'gambar', 'luas', 'gambar', 'ambil', 'kali', 'sebab', 'gambar', 'objek', 'pisah', 'pisah', 'atas', 'masalah', 'proses', 'gabung', 'citra', 'teliti', 'metode', 'watershed', 'metode', 'tentu', 'titik', 'korespondensi', 'citra', 'kandidat', 'daerah', 'hasil', 'korespondensi', 'segmen', 'gun', 'metode', 'watershed', 'hasil', 'segmentasi', 'cari', 'region', 'cut', 'acu', 'gabung', 'citra', 'proses', 'gabung', 'citra', 'dsebut', 'mosaic', 'panoramik', 'hasil', 'teliti', 'citra', 'panorama', 'ideal', 'dperoleh', 'citra', 'masuk', 'sama', 'obyek', 'titik', 'korespondensi', 'pilih', 'obyek', 'citra', 'masuk', 'kunci', 'citra', 'panorama', 'mosaikpanoramik', 'metode', 'watershed']"
ANALISA VALIDITAS PENERIMA BEASISWA MENGGUNAKAN METODE ANALYTIC NETWORK PROCESS DAN TOPSIS,Hilmi Fairuz Abadi,"Bain Khusnul K., S.T., M.Kom.","Firli Irhamni, S.T., M.Kom.",beasiswa beri bantu uang orang tuju langsung didik tempuh program beasiswa ada ringan beban mahasiswa tempuh studi kuliah biaya fakultas teknik universitas trunojoyo milik program beasiswa hak terima beasiswa bantu ajar mahasiswa bbm beasiwa tingkat prestasi akademik ppa jenis beasiswa milik kriteria faktor bobot beda seleksi beasiswa alami sulit banyak mohon banyak kriteria manual akibat efektif putus bantu tetap layak terima beasiswa butuh sistem dukung putus metode teliti analytic network process anp technique order preference by similarity to ideal solution topsis teliti angkat menganalisa validitas alternatif baik terima beasiswa dasar kriteria kriteria tentu metode anp cari solusi urut metode topsis dasar hasil uji coba sistem beda selisih hasil rekomendasi sistem data aktual pemeg beasiswa ppa jurus informatika selisih hasil rekomendasi sistem data aktual pemeg beasiswa bbm jurus informatika kunci anp topsis mcdm ambil putus multi kriteria seleksi beasiswa, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['beasiswa', 'beri', 'bantu', 'uang', 'orang', 'tuju', 'langsung', 'didik', 'tempuh', 'program', 'beasiswa', 'ada', 'ringan', 'beban', 'mahasiswa', 'tempuh', 'studi', 'kuliah', 'biaya', 'fakultas', 'teknik', 'universitas', 'trunojoyo', 'milik', 'program', 'beasiswa', 'hak', 'terima', 'beasiswa', 'bantu', 'ajar', 'mahasiswa', 'bbm', 'beasiwa', 'tingkat', 'prestasi', 'akademik', 'ppa', 'jenis', 'beasiswa', 'milik', 'kriteria', 'faktor', 'bobot', 'beda', 'seleksi', 'beasiswa', 'alami', 'sulit', 'banyak', 'mohon', 'banyak', 'kriteria', 'manual', 'akibat', 'efektif', 'putus', 'bantu', 'tetap', 'layak', 'terima', 'beasiswa', 'butuh', 'sistem', 'dukung', 'putus', 'metode', 'teliti', 'analytic', 'network', 'process', 'anp', 'technique', 'order', 'preference', 'by', 'similarity', 'to', 'ideal', 'solution', 'topsis', 'teliti', 'angkat', 'menganalisa', 'validitas', 'alternatif', 'baik', 'terima', 'beasiswa', 'dasar', 'kriteria', 'kriteria', 'tentu', 'metode', 'anp', 'cari', 'solusi', 'urut', 'metode', 'topsis', 'dasar', 'hasil', 'uji', 'coba', 'sistem', 'beda', 'selisih', 'hasil', 'rekomendasi', 'sistem', 'data', 'aktual', 'pemeg', 'beasiswa', 'ppa', 'jurus', 'informatika', 'selisih', 'hasil', 'rekomendasi', 'sistem', 'data', 'aktual', 'pemeg', 'beasiswa', 'bbm', 'jurus', 'informatika', 'kunci', 'anp', 'topsis', 'mcdm', 'ambil', 'putus', 'multi', 'kriteria', 'seleksi', 'beasiswa']"
SISTEM PERAMALAN PENJUALAN JANGKA PENDEK SPARE PART SEPEDA MOTOR MENGGUNAKAN NEURAL NETWORK(Studi Kasus : Suzuki Kemayoran Bangkalan),Ana Qaimah L.M.D.R,"Mulaâab, S.Si, M.Kom","Fika Hastarita R.,ST, M.Eng",spare part salah operasi mesin sepeda motor tingkat jual spare part duga proses tune up sebab sulit pelaya baik konsumen penuru jual spare part sebab tumpu spare part gudang sistem amal ramal jual spare part periode sistem amal metode jaring syaraf tiru algoritma propagasi momentum ramal jual spare part data simpan hitung epoh learning rate beda hasil uji coba system simpul data data training learning rate epoh hasil tingkat salah, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['spare', 'part', 'salah', 'operasi', 'mesin', 'sepeda', 'motor', 'tingkat', 'jual', 'spare', 'part', 'duga', 'proses', 'tune', 'up', 'sebab', 'sulit', 'pelaya', 'baik', 'konsumen', 'penuru', 'jual', 'spare', 'part', 'sebab', 'tumpu', 'spare', 'part', 'gudang', 'sistem', 'amal', 'ramal', 'jual', 'spare', 'part', 'periode', 'sistem', 'amal', 'metode', 'jaring', 'syaraf', 'tiru', 'algoritma', 'propagasi', 'momentum', 'ramal', 'jual', 'spare', 'part', 'data', 'simpan', 'hitung', 'epoh', 'learning', 'rate', 'beda', 'hasil', 'uji', 'coba', 'system', 'simpul', 'data', 'data', 'training', 'learning', 'rate', 'epoh', 'hasil', 'tingkat', 'salah']"
PENGEMBANGAN MESIN PENCARIAN ANTIPLAGIASI PADA SIM JURNAL MAHASISWA MENGGUNAKAN ALGORITMA WINNOWING FUZZY K-MEANS,ilham wibisono aziz,"Hermawan S.T.,M.Kom","Andharini Dwi Cahyani S.Kom.,M.Kom",jiplak muncul kembang bidang didik karya tulis isi jiplak karya tulis orang atas salah satu solusi aplikasi kelompok dokumen deteksi jiplak dokumen tugas aplikasi deteksi jiplak dokumen banding dokumen deteksi jiplak dokumen algoritma winnowing algoritma winnowing fungsi proses dokumen fingerprint rubah teks kumpul nilai nilai hash nilai hash deteksi tingkat sama dokumen kelompok dokumen algoritma fuzzy k means hasil uji coba aplikasi ambil simpul nilai n gram basis window hasil prosentase mirip dokumen hasil nilai n gram basis window prosentase mirip dokumen hasil prosentase hitung nilai f measure pengaruh akurat data proses kunci deteksi jiplak cluster f measure, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['jiplak', 'muncul', 'kembang', 'bidang', 'didik', 'karya', 'tulis', 'isi', 'jiplak', 'karya', 'tulis', 'orang', 'atas', 'salah', 'satu', 'solusi', 'aplikasi', 'kelompok', 'dokumen', 'deteksi', 'jiplak', 'dokumen', 'tugas', 'aplikasi', 'deteksi', 'jiplak', 'dokumen', 'banding', 'dokumen', 'deteksi', 'jiplak', 'dokumen', 'algoritma', 'winnowing', 'algoritma', 'winnowing', 'fungsi', 'proses', 'dokumen', 'fingerprint', 'rubah', 'teks', 'kumpul', 'nilai', 'nilai', 'hash', 'nilai', 'hash', 'deteksi', 'tingkat', 'sama', 'dokumen', 'kelompok', 'dokumen', 'algoritma', 'fuzzy', 'k', 'means', 'hasil', 'uji', 'coba', 'aplikasi', 'ambil', 'simpul', 'nilai', 'n', 'gram', 'basis', 'window', 'hasil', 'prosentase', 'mirip', 'dokumen', 'hasil', 'nilai', 'n', 'gram', 'basis', 'window', 'prosentase', 'mirip', 'dokumen', 'hasil', 'prosentase', 'hitung', 'nilai', 'f', 'measure', 'pengaruh', 'akurat', 'data', 'proses', 'kunci', 'deteksi', 'jiplak', 'cluster', 'f', 'measure']"
SISTEM PENDUKUNG KEPUTUSAN PEMILIHAN KARYAWAN BERPRESTASI DENGAN INTEGRASI FAHP dan ELECTRE II,Catur Ngesti Waluyo,"Mula'ab,S.Si.,M.Kom","Riza Alfita, S.T., M.T",sumber daya manusia mutlak butuh maju usaha jadi usaha usaha maju kalah saing usaha buat sistem dukung putus spk pilih karyawan prestasi cari karyawan prestasi sistem dukung putus spk fahp electre ii metode fahp metode obyektif proses nilai dasar hirarki kriteria gabung konsep fuzzy sesuai kriteria nilai kerja karyawan usaha bobot proses metode electre ii karyawan prestasi jaga nilai pihak salah karyawan bebas intervensi karyawan usaha independen profesional nilai karyawan hasil nilai angka angka departemen sdm jumlah nilai komulatif kriteria karyawan baik prioritas kriteria metode fahp electreii hasil keluar dekat akurat hasil oleh areal manager banding hitung manual usaha perhati bobot penting, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['sumber', 'daya', 'manusia', 'mutlak', 'butuh', 'maju', 'usaha', 'jadi', 'usaha', 'usaha', 'maju', 'kalah', 'saing', 'usaha', 'buat', 'sistem', 'dukung', 'putus', 'spk', 'pilih', 'karyawan', 'prestasi', 'cari', 'karyawan', 'prestasi', 'sistem', 'dukung', 'putus', 'spk', 'fahp', 'electre', 'ii', 'metode', 'fahp', 'metode', 'obyektif', 'proses', 'nilai', 'dasar', 'hirarki', 'kriteria', 'gabung', 'konsep', 'fuzzy', 'sesuai', 'kriteria', 'nilai', 'kerja', 'karyawan', 'usaha', 'bobot', 'proses', 'metode', 'electre', 'ii', 'karyawan', 'prestasi', 'jaga', 'nilai', 'pihak', 'salah', 'karyawan', 'bebas', 'intervensi', 'karyawan', 'usaha', 'independen', 'profesional', 'nilai', 'karyawan', 'hasil', 'nilai', 'angka', 'angka', 'departemen', 'sdm', 'jumlah', 'nilai', 'komulatif', 'kriteria', 'karyawan', 'baik', 'prioritas', 'kriteria', 'metode', 'fahp', 'electreii', 'hasil', 'keluar', 'dekat', 'akurat', 'hasil', 'oleh', 'areal', 'manager', 'banding', 'hitung', 'manual', 'usaha', 'perhati', 'bobot', 'penting']"
PENGELOMPOKAN KUALITAS KELAS PADA SISWA MENGGUNAKAN INDEKS DAVIES-BOULDIN SOM (SELF ORGANIZING MAP),Hamiyah,"Bain Khusnul K,ST.,M.Kom","Firli Irhamni, ST, M. Kom",data sma wachid hasyim taman data siswa mentah data olah olah data kelompok clustering data data milik agam metode salah satu som self organizing map menvalidasi data guna distance matrix idb indeks davies bouldin idb som tuju tingkat akurasi validasi hasil analisa data penganalisaan data studi sma wachid hasyim taman tuju tingkat mirip siswa kelompok kelas metode som kelompok data dekat cari mirip dasar pola mirip data kelompok siswa jadi cluster learning rate epoch mse kecil epoch data training jadi sembilan cluster learning rate epoch mse kecil epoch cluster data training nilai kecil pemvalidasian cluster idb sembilan cluster data training cluster nilai idb hasil akurat kelas bentuk kelompok kunci clustering som eucledian distance idb sma wachid hasyim taman, Jurusan Teknik Informatika,Kecerdasan Komputasional,"['data', 'sma', 'wachid', 'hasyim', 'taman', 'data', 'siswa', 'mentah', 'data', 'olah', 'olah', 'data', 'kelompok', 'clustering', 'data', 'data', 'milik', 'agam', 'metode', 'salah', 'satu', 'som', 'self', 'organizing', 'map', 'menvalidasi', 'data', 'guna', 'distance', 'matrix', 'idb', 'indeks', 'davies', 'bouldin', 'idb', 'som', 'tuju', 'tingkat', 'akurasi', 'validasi', 'hasil', 'analisa', 'data', 'penganalisaan', 'data', 'studi', 'sma', 'wachid', 'hasyim', 'taman', 'tuju', 'tingkat', 'mirip', 'siswa', 'kelompok', 'kelas', 'metode', 'som', 'kelompok', 'data', 'dekat', 'cari', 'mirip', 'dasar', 'pola', 'mirip', 'data', 'kelompok', 'siswa', 'jadi', 'cluster', 'learning', 'rate', 'epoch', 'mse', 'kecil', 'epoch', 'data', 'training', 'jadi', 'sembilan', 'cluster', 'learning', 'rate', 'epoch', 'mse', 'kecil', 'epoch', 'cluster', 'data', 'training', 'nilai', 'kecil', 'pemvalidasian', 'cluster', 'idb', 'sembilan', 'cluster', 'data', 'training', 'cluster', 'nilai', 'idb', 'hasil', 'akurat', 'kelas', 'bentuk', 'kelompok', 'kunci', 'clustering', 'som', 'eucledian', 'distance', 'idb', 'sma', 'wachid', 'hasyim', 'taman']"
